village,state,date,water_source_id,water_source_type,latitude,longitude,pH,turbidity_ntu,bacteria_ecoli_cfu_100ml,bacteria_coliform_cfu_100ml,dissolved_oxygen_mg_l,nitrates_mg_l,phosphates_mg_l,heavy_metals_mg_l,chlorine_residual_mg_l,fluoride_mg_l,arsenic_mg_l,test_method,testing_agency,is_potable,contamination_level,depth_meters
Hnahthial Village,Mizoram,2023-07-02,WS_28618,Pond,27.691639,93.338607,8.44,5.9,41.0,25.0,7.2,44.9,0.97,0.049,0.62,1.22,0.01,IoT Sensor,Agency_7,1,Safe,
Gangtok Rural,Sikkim,2023-07-02,WS_36639,Pond,24.647761,95.147372,5.24,30.2,1510.0,1048.0,2.6,170.7,14.67,1.79,0.45,1.21,0.006,Water Testing Kit,Agency_8,0,High,
Dharmanagar Rural,Tripura,2023-07-02,WS_39457,River,28.303922,88.727847,5.67,31.4,469.0,2347.0,3.9,183.8,21.53,1.72,1.99,0.83,0.027,Water Testing Kit,Agency_4,0,High,
Senapati Rural,Manipur,2023-07-02,WS_13263,Well,26.297128,92.707268,7.22,2.5,8.0,54.0,7.4,19.9,0.04,0.025,0.45,1.01,0.015,IoT Sensor,Agency_8,1,Safe,15.0
Karimganj Village,Assam,2023-07-02,WS_54985,Well,27.953513,93.076236,8.23,5.8,46.0,63.0,7.6,39.9,0.63,0.022,1.53,1.34,0.028,Water Testing Kit,Agency_1,1,Safe,81.0
Khowai Village,Tripura,2023-07-02,WS_65030,Tube Well,26.780173,96.35319,4.55,19.3,1206.0,4483.0,2.7,111.4,16.54,1.38,1.88,0.25,0.026,Water Testing Kit,Agency_8,0,High,11.0
Saitual Rural,Mizoram,2023-07-02,WS_65169,River,25.561375,93.653764,5.9,98.0,1295.0,4117.0,2.2,60.9,15.29,1.82,0.56,0.13,0.026,IoT Sensor,Agency_9,0,High,
Tawang Rural,Arunachal Pradesh,2023-07-03,WS_38438,Tube Well,25.671011,93.506071,8.4,6.9,49.0,64.0,6.0,7.5,1.81,0.018,0.8,1.3,0.049,IoT Sensor,Agency_8,1,Safe,7.0
Zunheboto Village,Nagaland,2023-07-03,WS_37130,River,25.964342,93.508402,6.27,84.7,1978.0,3280.0,1.1,73.1,21.41,1.31,1.26,0.57,0.013,IoT Sensor,Agency_1,0,High,
Guwahati Rural,Assam,2023-07-03,WS_83679,Well,26.709901,93.632124,4.76,37.0,238.0,4912.0,3.6,60.4,7.87,0.6,0.51,0.67,0.021,Water Testing Kit,Agency_1,0,High,67.0
Bishnupur Rural,Manipur,2023-07-03,WS_28686,Piped Supply,24.232487,94.41466,7.47,5.5,30.0,29.0,6.7,15.3,2.56,0.021,0.25,0.29,0.02,IoT Sensor,Agency_5,1,Safe,
Teliamura Rural,Tripura,2023-07-03,WS_53678,River,28.794401,95.204554,5.56,53.4,755.0,2468.0,3.0,79.9,15.76,1.64,1.19,1.12,0.026,IoT Sensor,Agency_1,0,High,
Tezpur Village,Arunachal Pradesh,2023-07-03,WS_56912,Well,25.655209,95.414813,7.69,3.3,0.0,70.0,8.4,27.2,0.93,0.003,1.39,1.38,0.047,Water Testing Kit,Agency_8,1,Safe,22.0
Naharlagun Village,Arunachal Pradesh,2023-07-03,WS_31062,River,27.197286,94.967595,4.55,76.5,698.0,1989.0,2.8,87.1,18.18,0.34,1.03,1.3,0.012,Water Testing Kit,Agency_2,0,High,
Tezpur Village,Arunachal Pradesh,2023-07-04,WS_71332,Piped Supply,25.350729,95.278721,5.51,77.3,727.0,4526.0,3.3,165.5,5.42,0.45,0.36,0.25,0.013,Water Testing Kit,Agency_8,0,High,
Namchi Village,Sikkim,2023-07-04,WS_29227,River,24.643649,88.596756,6.12,87.2,966.0,1677.0,2.1,128.2,6.79,1.22,1.79,0.1,0.046,Water Testing Kit,Agency_4,0,High,
Amarpur Village,Tripura,2023-07-04,WS_18060,River,28.946584,92.790612,4.96,34.3,771.0,3982.0,2.0,161.8,5.02,1.2,1.07,1.46,0.018,IoT Sensor,Agency_7,0,High,
Dimapur Village,Nagaland,2023-07-04,WS_29024,Piped Supply,27.728731,94.075241,6.03,93.9,251.0,4876.0,1.8,96.3,5.9,1.05,0.23,0.11,0.025,Lab Analysis,Agency_4,0,High,
Thoubal Village,Manipur,2023-07-04,WS_61084,Piped Supply,26.298062,89.995907,6.79,1.7,19.0,100.0,7.7,19.9,1.45,0.046,1.76,0.52,0.034,IoT Sensor,Agency_9,1,Safe,
Imphal Rural,Manipur,2023-07-04,WS_14507,Pond,24.026648,92.363102,8.32,3.4,16.0,88.0,6.8,1.7,1.04,0.03,0.13,0.08,0.027,Lab Analysis,Agency_4,1,Safe,
Gangtok Rural,Sikkim,2023-07-04,WS_33410,Well,23.440323,94.097157,6.81,2.4,25.0,79.0,6.6,43.1,1.36,0.046,1.71,0.72,0.032,Water Testing Kit,Agency_5,1,Safe,99.0
Churachandpur Village,Manipur,2023-07-05,WS_12257,Tube Well,25.883442,92.758441,7.07,0.1,27.0,25.0,5.1,2.8,2.02,0.021,1.0,0.13,0.016,IoT Sensor,Agency_2,1,Safe,111.0
Resubelpara Rural,Meghalaya,2023-07-05,WS_33261,Well,26.529257,91.528288,6.94,0.6,0.0,61.0,7.5,11.9,0.84,0.017,0.59,1.24,0.005,IoT Sensor,Agency_7,1,Safe,158.0
Tuensang Village,Nagaland,2023-07-05,WS_57352,Piped Supply,24.058364,93.543685,6.77,5.2,30.0,62.0,8.9,14.5,2.96,0.002,0.74,1.2,0.03,IoT Sensor,Agency_6,1,Safe,
Kolasib Rural,Mizoram,2023-07-05,WS_97728,Tube Well,24.269967,92.69234,8.49,5.0,32.0,14.0,5.4,21.9,2.08,0.012,1.08,1.38,0.02,IoT Sensor,Agency_3,1,Safe,89.0
Khliehriat Village,Meghalaya,2023-07-05,WS_87544,Well,25.750505,90.340567,5.03,78.8,1228.0,3476.0,2.9,122.2,23.57,1.65,1.36,0.84,0.049,IoT Sensor,Agency_6,0,High,79.0
Barpeta Village,Assam,2023-07-05,WS_13290,Well,24.272403,89.320487,6.94,6.7,41.0,24.0,6.7,37.6,2.07,0.018,1.4,0.04,0.042,Lab Analysis,Agency_2,1,Safe,194.0
Tezpur Rural,Assam,2023-07-05,WS_46718,Tube Well,27.696534,93.052166,7.3,4.5,34.0,69.0,7.1,38.0,2.52,0.042,1.93,0.26,0.019,IoT Sensor,Agency_6,1,Safe,16.0
Teliamura Rural,Tripura,2023-07-06,WS_20318,River,23.622156,92.714298,7.96,0.5,36.0,26.0,6.7,20.3,2.08,0.034,0.51,1.28,0.026,IoT Sensor,Agency_7,1,Safe,
Pasighat Rural,Arunachal Pradesh,2023-07-06,WS_50477,Tube Well,24.188454,89.574251,5.29,99.3,137.0,408.0,3.5,107.3,19.61,1.27,0.58,0.15,0.003,Water Testing Kit,Agency_9,0,High,54.0
Jowai Rural,Meghalaya,2023-07-06,WS_92010,Pond,26.937524,90.618343,6.13,98.1,1408.0,4761.0,2.3,168.4,23.75,0.2,0.53,0.29,0.011,IoT Sensor,Agency_4,0,High,
Roing Village,Arunachal Pradesh,2023-07-06,WS_40375,Tube Well,26.449332,96.37401,6.2,50.9,1844.0,4409.0,2.2,188.3,17.65,1.0,0.28,1.29,0.013,Water Testing Kit,Agency_7,0,High,30.0
Resubelpara Rural,Meghalaya,2023-07-06,WS_23959,Well,27.598966,92.288541,7.59,7.3,9.0,34.0,9.0,35.5,1.15,0.007,1.75,1.29,0.036,Water Testing Kit,Agency_6,1,Safe,102.0
Champhai Rural,Mizoram,2023-07-06,WS_11288,Pond,28.399983,92.54012,4.54,99.6,1789.0,3766.0,1.8,183.5,21.33,1.62,1.1,0.61,0.033,IoT Sensor,Agency_1,0,High,
Kolasib Rural,Mizoram,2023-07-06,WS_18431,Tube Well,27.06956,96.036281,7.19,5.4,47.0,49.0,5.7,42.1,1.41,0.023,0.37,0.52,0.039,Water Testing Kit,Agency_5,1,Safe,168.0
Roing Village,Arunachal Pradesh,2023-07-07,WS_89191,Tube Well,25.030983,94.081315,7.51,8.0,15.0,93.0,6.2,31.3,2.27,0.033,0.05,1.16,0.01,Water Testing Kit,Agency_1,1,Safe,103.0
Senapati Rural,Manipur,2023-07-07,WS_98353,Well,27.124052,96.673899,5.13,93.3,552.0,433.0,3.6,115.8,17.42,1.78,1.78,0.92,0.004,Water Testing Kit,Agency_3,0,High,48.0
Hnahthial Village,Mizoram,2023-07-07,WS_32478,Pond,28.351372,96.180261,4.82,82.6,344.0,1109.0,1.5,105.5,18.89,1.32,0.3,0.94,0.003,Water Testing Kit,Agency_3,0,High,
Tuensang Village,Nagaland,2023-07-07,WS_76285,Well,27.146203,88.584604,7.23,7.9,7.0,23.0,7.6,43.6,2.2,0.006,1.78,0.63,0.009,Water Testing Kit,Agency_4,1,Safe,120.0
Tezpur Rural,Assam,2023-07-07,WS_72428,Piped Supply,28.885249,89.238546,4.82,97.3,1456.0,1309.0,2.7,78.2,22.31,0.95,1.89,0.41,0.018,Lab Analysis,Agency_3,0,High,
Namchi Village,Sikkim,2023-07-07,WS_46830,River,27.53841,89.871487,5.46,74.3,800.0,886.0,1.1,135.5,14.94,0.55,0.99,1.28,0.016,IoT Sensor,Agency_2,0,High,
Tezpur Village,Arunachal Pradesh,2023-07-07,WS_65399,River,28.25772,89.630416,5.87,37.2,1811.0,798.0,2.8,189.4,5.62,1.11,0.17,1.45,0.022,IoT Sensor,Agency_8,0,High,
Amarpur Village,Tripura,2023-07-08,WS_83041,Pond,23.258282,92.817122,5.52,72.7,447.0,3457.0,3.7,65.1,11.53,1.95,0.13,0.77,0.011,IoT Sensor,Agency_6,0,High,
Pakyong Village,Sikkim,2023-07-08,WS_97704,Tube Well,24.124177,91.028631,7.12,2.8,48.0,95.0,8.9,42.3,1.88,0.015,0.48,1.44,0.042,Lab Analysis,Agency_4,1,Safe,89.0
Jorhat Village,Assam,2023-07-08,WS_80666,Tube Well,23.476355,94.131596,7.21,1.8,18.0,52.0,5.8,12.3,1.94,0.036,0.79,1.42,0.036,Water Testing Kit,Agency_3,1,Safe,32.0
Kiphire Village,Nagaland,2023-07-08,WS_31745,Piped Supply,27.049639,96.614075,5.62,71.6,302.0,3476.0,2.4,121.9,19.47,0.95,0.71,1.11,0.046,IoT Sensor,Agency_4,0,High,
Belonia Rural,Tripura,2023-07-08,WS_90101,Well,27.775791,89.089336,6.7,1.4,14.0,35.0,5.8,41.1,0.08,0.04,1.33,0.57,0.041,Water Testing Kit,Agency_7,1,Safe,178.0
Pasighat Rural,Arunachal Pradesh,2023-07-08,WS_36832,Well,24.344128,91.969148,7.69,4.4,13.0,27.0,8.4,1.5,0.79,0.011,1.29,0.55,0.012,IoT Sensor,Agency_6,1,Safe,152.0
Tezpur Village,Arunachal Pradesh,2023-07-08,WS_93214,Pond,25.580222,94.222815,7.58,1.2,8.0,90.0,6.5,11.5,2.08,0.043,1.15,1.34,0.016,Water Testing Kit,Agency_9,1,Safe,
Tamenglong Rural,Manipur,2023-07-09,WS_88700,River,23.245081,90.610954,5.62,50.6,749.0,2005.0,2.7,175.1,18.39,0.31,1.36,1.22,0.008,Water Testing Kit,Agency_3,0,High,
Rangpo Rural,Sikkim,2023-07-09,WS_28149,River,27.16452,92.509929,6.8,3.7,22.0,41.0,8.7,38.2,2.38,0.014,1.58,0.39,0.044,IoT Sensor,Agency_8,1,Safe,
Thoubal Village,Manipur,2023-07-09,WS_43515,Tube Well,23.861661,90.626517,8.22,7.2,14.0,51.0,8.2,23.7,1.93,0.046,0.43,0.86,0.021,IoT Sensor,Agency_6,1,Safe,166.0
Itanagar Rural,Arunachal Pradesh,2023-07-09,WS_91185,River,28.703759,91.347689,8.5,0.8,33.0,56.0,7.4,1.0,2.87,0.004,1.36,0.68,0.009,IoT Sensor,Agency_9,1,Safe,
Champhai Rural,Mizoram,2023-07-09,WS_32433,Piped Supply,25.476157,88.348691,7.13,4.3,19.0,58.0,7.5,23.3,1.17,0.044,1.3,1.18,0.047,Lab Analysis,Agency_2,1,Safe,
Wokha Rural,Nagaland,2023-07-09,WS_90652,Well,25.457247,88.270767,4.81,20.6,582.0,536.0,2.8,116.7,10.11,0.12,1.53,1.35,0.006,IoT Sensor,Agency_6,0,High,142.0
Nongpoh Village,Meghalaya,2023-07-09,WS_64130,River,25.631396,92.057345,5.45,18.8,205.0,1729.0,3.0,155.8,23.03,0.31,0.26,0.41,0.008,Water Testing Kit,Agency_4,0,High,
Rangpo Rural,Sikkim,2023-07-10,WS_57589,River,28.793984,95.350471,6.15,57.8,133.0,2838.0,3.2,70.2,10.66,0.95,0.68,0.04,0.014,Water Testing Kit,Agency_8,0,High,
Williamnagar Village,Meghalaya,2023-07-10,WS_75535,River,24.589256,95.754682,7.53,3.6,11.0,62.0,6.8,34.8,1.55,0.044,1.01,1.28,0.046,Water Testing Kit,Agency_7,1,Safe,
Tura Village,Meghalaya,2023-07-10,WS_67053,Well,23.541603,90.93814,6.82,4.4,48.0,64.0,7.3,35.5,0.02,0.014,0.88,1.4,0.029,Lab Analysis,Agency_9,1,Safe,119.0
Teliamura Rural,Tripura,2023-07-10,WS_31150,Spring,23.994238,89.344525,4.71,17.3,1589.0,1732.0,4.0,142.7,8.29,0.74,1.82,0.27,0.005,Water Testing Kit,Agency_3,0,High,
Gyalshing Rural,Sikkim,2023-07-10,WS_48146,Pond,27.418766,89.152573,8.08,4.3,9.0,59.0,6.4,1.7,2.07,0.013,1.9,0.89,0.04,IoT Sensor,Agency_2,1,Safe,
Tuensang Village,Nagaland,2023-07-10,WS_82261,River,23.397461,93.929165,6.98,0.3,17.0,15.0,8.9,41.6,0.43,0.017,1.33,1.11,0.011,Water Testing Kit,Agency_9,1,Safe,
Karimganj Village,Assam,2023-07-10,WS_10469,Well,28.993098,93.715081,5.86,35.4,1848.0,577.0,2.7,53.8,24.44,0.51,1.38,0.7,0.022,Water Testing Kit,Agency_5,0,High,169.0
Jorhat Village,Assam,2023-07-11,WS_64895,Piped Supply,25.966561,89.765977,7.44,7.6,27.0,78.0,8.5,26.1,2.36,0.015,1.42,0.98,0.019,IoT Sensor,Agency_9,1,Safe,
Rangpo Rural,Sikkim,2023-07-11,WS_98915,Piped Supply,26.671811,93.998297,5.29,59.6,1474.0,2032.0,1.5,63.4,21.19,1.01,1.04,0.65,0.039,IoT Sensor,Agency_7,0,High,
Teliamura Rural,Tripura,2023-07-11,WS_38253,Piped Supply,27.423273,96.376888,6.57,5.5,13.0,74.0,6.5,9.9,2.73,0.018,1.66,0.64,0.043,Lab Analysis,Agency_9,1,Safe,
Saitual Rural,Mizoram,2023-07-11,WS_82047,Piped Supply,28.735443,95.000771,7.12,6.9,28.0,90.0,6.7,11.8,1.82,0.045,1.61,0.01,0.049,Water Testing Kit,Agency_9,1,Safe,
Guwahati Rural,Assam,2023-07-11,WS_54449,Well,26.591832,91.73764,7.42,2.0,38.0,73.0,5.1,19.9,1.78,0.013,1.26,0.75,0.033,IoT Sensor,Agency_4,1,Safe,34.0
Dimapur Village,Nagaland,2023-07-11,WS_42040,Spring,24.815141,89.198333,7.88,7.1,46.0,14.0,6.8,42.4,2.88,0.01,0.6,0.3,0.033,Water Testing Kit,Agency_7,1,Safe,
Ukhrul Village,Manipur,2023-07-11,WS_76531,Tube Well,23.857386,95.458473,7.48,3.2,5.0,58.0,6.8,10.9,2.41,0.036,1.03,1.03,0.039,Water Testing Kit,Agency_5,1,Safe,26.0
Pakyong Village,Sikkim,2023-07-12,WS_11228,Spring,28.802083,89.757895,6.98,6.7,29.0,54.0,5.4,17.1,0.01,0.011,0.92,1.16,0.032,Water Testing Kit,Agency_8,1,Safe,
Namchi Village,Sikkim,2023-07-12,WS_24224,Tube Well,26.965815,88.712724,6.38,71.4,177.0,222.0,3.6,89.2,9.74,1.14,0.87,0.26,0.003,IoT Sensor,Agency_4,0,High,52.0
Nongpoh Village,Meghalaya,2023-07-12,WS_68782,Tube Well,25.181139,88.223738,4.51,94.5,1107.0,2881.0,3.8,155.0,21.54,1.56,1.33,1.04,0.05,Water Testing Kit,Agency_7,0,High,107.0
Gyalshing Rural,Sikkim,2023-07-12,WS_58196,River,23.847717,93.377893,6.17,70.4,425.0,323.0,1.6,186.2,16.35,1.71,1.08,1.47,0.044,IoT Sensor,Agency_6,0,High,
Jorethang Rural,Sikkim,2023-07-12,WS_47777,Spring,25.057198,88.92656,5.69,24.6,1853.0,4786.0,2.5,194.0,20.32,1.42,1.58,0.25,0.048,Water Testing Kit,Agency_5,0,High,
Bishnupur Rural,Manipur,2023-07-12,WS_33036,Well,23.543255,89.636547,8.39,4.5,25.0,75.0,6.7,22.2,1.68,0.049,0.31,0.31,0.002,Lab Analysis,Agency_1,1,Safe,130.0
Jorhat Village,Assam,2023-07-12,WS_75414,Well,28.104757,90.145202,8.09,1.3,24.0,34.0,5.1,41.7,2.52,0.049,0.21,0.51,0.037,IoT Sensor,Agency_7,1,Safe,66.0
Senapati Rural,Manipur,2023-07-13,WS_31588,Piped Supply,25.811003,89.686014,7.96,6.2,46.0,12.0,5.6,19.6,1.02,0.039,1.04,1.37,0.014,Water Testing Kit,Agency_4,1,Safe,
Resubelpara Rural,Meghalaya,2023-07-13,WS_40656,Pond,24.609087,94.13584,6.94,1.0,7.0,37.0,7.2,30.1,1.69,0.045,1.85,1.47,0.036,IoT Sensor,Agency_4,1,Safe,
Thoubal Village,Manipur,2023-07-13,WS_51442,Spring,28.611751,95.314276,5.93,63.5,704.0,4719.0,2.6,165.8,7.45,0.53,1.91,1.32,0.036,Water Testing Kit,Agency_8,0,High,
Dibrugarh Rural,Assam,2023-07-13,WS_32704,Well,24.130235,92.048963,5.56,91.3,1933.0,3723.0,3.2,116.3,16.33,1.21,0.31,1.14,0.039,IoT Sensor,Agency_8,0,High,183.0
Jiribam Village,Manipur,2023-07-13,WS_42828,Well,28.174037,90.590964,5.12,96.8,1084.0,2924.0,2.1,184.9,8.82,0.97,0.88,0.27,0.012,IoT Sensor,Agency_3,0,High,130.0
Dharmanagar Rural,Tripura,2023-07-13,WS_12744,Tube Well,27.124295,93.692365,7.68,7.6,40.0,2.0,5.5,11.1,0.91,0.042,1.27,0.35,0.046,Water Testing Kit,Agency_3,1,Safe,170.0
Aizawl Rural,Mizoram,2023-07-13,WS_31280,River,25.158375,96.47521,5.1,77.9,617.0,3122.0,1.3,195.2,21.82,1.66,0.66,0.99,0.041,Water Testing Kit,Agency_5,0,High,
Hnahthial Village,Mizoram,2023-07-14,WS_99552,Well,25.337194,90.758582,6.71,3.0,27.0,80.0,8.5,23.0,1.72,0.043,0.26,0.49,0.041,Water Testing Kit,Agency_1,1,Safe,82.0
Jorhat Village,Assam,2023-07-14,WS_94831,River,24.437847,90.827419,7.72,1.0,46.0,50.0,8.0,39.4,2.64,0.047,1.21,0.38,0.018,Water Testing Kit,Agency_5,1,Safe,
Bomdila Rural,Arunachal Pradesh,2023-07-14,WS_25904,Well,25.16429,95.621612,7.09,3.2,48.0,9.0,8.4,2.3,1.01,0.028,0.55,1.1,0.029,IoT Sensor,Agency_4,1,Safe,188.0
Gangtok Rural,Sikkim,2023-07-14,WS_40314,Piped Supply,23.774096,91.430033,7.68,5.7,17.0,69.0,7.6,44.4,1.84,0.014,0.73,0.84,0.037,IoT Sensor,Agency_8,1,Safe,
Guwahati Rural,Assam,2023-07-14,WS_75134,River,23.250721,88.30646,6.09,56.2,1410.0,4935.0,3.4,177.6,7.41,1.13,1.96,0.65,0.014,Lab Analysis,Agency_1,0,High,
Tezpur Village,Arunachal Pradesh,2023-07-14,WS_93233,Well,24.693844,93.44386,6.88,7.4,18.0,17.0,8.3,20.5,1.17,0.016,0.49,1.34,0.004,IoT Sensor,Agency_4,1,Safe,195.0
Lawngtlai Village,Mizoram,2023-07-14,WS_40496,Tube Well,23.91177,90.557447,8.44,5.0,39.0,74.0,7.8,28.9,0.63,0.015,0.72,0.83,0.03,Lab Analysis,Agency_2,1,Safe,51.0
Serchhip Village,Mizoram,2023-07-15,WS_82577,Well,28.624732,89.42389,5.46,36.3,1760.0,3273.0,2.5,50.1,22.17,0.98,0.14,0.18,0.037,Water Testing Kit,Agency_6,0,High,125.0
Shillong Rural,Meghalaya,2023-07-15,WS_72442,River,26.03138,88.195513,5.85,49.5,1427.0,4760.0,1.1,150.7,15.45,0.5,0.92,0.34,0.005,IoT Sensor,Agency_9,0,High,
Itanagar Rural,Arunachal Pradesh,2023-07-15,WS_46310,Pond,24.483897,92.256611,7.41,7.7,37.0,25.0,7.8,18.1,1.74,0.026,0.13,1.29,0.044,Lab Analysis,Agency_8,1,Safe,
Barpeta Village,Assam,2023-07-15,WS_45466,Piped Supply,26.618026,93.509061,5.28,22.5,910.0,846.0,1.1,117.5,16.35,0.93,0.9,0.14,0.018,IoT Sensor,Agency_8,0,High,
Lunglei Village,Mizoram,2023-07-15,WS_62402,Well,27.313009,89.939083,8.46,3.5,11.0,2.0,8.4,6.6,0.13,0.024,1.55,0.44,0.013,IoT Sensor,Agency_8,1,Safe,160.0
Lunglei Village,Mizoram,2023-07-15,WS_79444,Pond,26.957408,91.852887,7.63,2.1,23.0,80.0,7.7,22.3,0.77,0.036,0.1,1.11,0.045,IoT Sensor,Agency_8,1,Safe,
Bishnupur Rural,Manipur,2023-07-15,WS_81077,River,27.031158,91.761245,5.85,31.9,488.0,1866.0,1.1,150.3,13.96,1.8,1.87,1.37,0.024,Water Testing Kit,Agency_8,0,High,
Nagaon Rural,Assam,2023-07-16,WS_66796,Well,23.459687,89.661088,4.67,34.6,1060.0,577.0,3.7,166.3,12.63,0.35,0.8,0.57,0.013,Lab Analysis,Agency_9,0,High,123.0
Williamnagar Village,Meghalaya,2023-07-16,WS_30747,River,23.973893,94.500363,5.92,61.2,1684.0,4927.0,2.2,146.6,11.34,0.23,0.93,0.81,0.004,IoT Sensor,Agency_8,0,High,
Kailashahar Village,Tripura,2023-07-16,WS_10079,River,23.014192,88.527387,5.68,58.5,1674.0,4225.0,2.6,186.0,23.66,0.56,0.7,1.21,0.025,Lab Analysis,Agency_3,0,High,
Saitual Rural,Mizoram,2023-07-16,WS_50900,Well,26.966269,90.800223,6.57,1.5,44.0,76.0,9.0,40.2,2.57,0.009,1.7,0.48,0.026,Water Testing Kit,Agency_3,1,Safe,78.0
Naharlagun Village,Arunachal Pradesh,2023-07-16,WS_98612,River,23.598878,96.656816,5.56,87.2,516.0,788.0,2.7,136.1,10.86,0.93,0.42,0.48,0.049,IoT Sensor,Agency_2,0,High,
Serchhip Village,Mizoram,2023-07-16,WS_43195,Well,23.652855,91.1208,5.95,80.6,1366.0,2704.0,1.9,176.0,18.98,1.94,0.26,0.34,0.033,Water Testing Kit,Agency_4,0,High,191.0
Williamnagar Village,Meghalaya,2023-07-16,WS_25942,Tube Well,25.961363,88.393237,7.2,8.0,23.0,95.0,6.1,22.5,1.15,0.028,0.23,0.29,0.032,Lab Analysis,Agency_5,1,Safe,13.0
Dharmanagar Rural,Tripura,2023-07-17,WS_53669,Piped Supply,24.746706,93.312002,6.55,5.2,13.0,57.0,8.0,32.4,0.86,0.018,0.93,0.15,0.043,Lab Analysis,Agency_7,1,Safe,
Nagaon Rural,Assam,2023-07-17,WS_30517,Pond,26.273604,90.178691,5.99,36.7,1560.0,1719.0,3.5,54.6,10.16,0.44,0.26,0.9,0.014,Lab Analysis,Agency_4,0,High,
Agartala Rural,Tripura,2023-07-17,WS_23795,Well,28.438504,94.003452,5.95,22.7,1388.0,919.0,1.0,134.4,10.69,0.35,0.33,1.44,0.008,Water Testing Kit,Agency_9,0,High,38.0
Tezpur Village,Arunachal Pradesh,2023-07-17,WS_41262,Spring,24.815091,92.229259,5.7,98.1,1409.0,3381.0,2.9,133.3,23.98,1.13,1.88,1.31,0.047,Water Testing Kit,Agency_9,0,High,
Mangan Village,Sikkim,2023-07-17,WS_26771,Well,27.249015,93.349689,8.15,1.8,17.0,68.0,6.4,38.6,0.75,0.041,1.85,1.35,0.04,Water Testing Kit,Agency_6,1,Safe,182.0
Baghmara Rural,Meghalaya,2023-07-17,WS_91188,Pond,25.922838,91.650738,4.51,34.6,1456.0,2813.0,3.9,54.4,12.57,1.44,1.85,0.8,0.014,IoT Sensor,Agency_4,0,High,
Agartala Rural,Tripura,2023-07-17,WS_94667,Well,26.841217,88.872399,4.86,38.4,591.0,2905.0,3.1,132.3,10.98,1.42,0.79,0.3,0.008,Water Testing Kit,Agency_5,0,High,198.0
Nongpoh Village,Meghalaya,2023-07-18,WS_41893,Piped Supply,26.832591,91.875395,7.51,0.1,2.0,14.0,8.1,9.1,0.3,0.043,1.11,1.4,0.004,IoT Sensor,Agency_1,1,Safe,
Bomdila Rural,Arunachal Pradesh,2023-07-18,WS_11251,Piped Supply,24.347852,93.934287,8.46,1.7,10.0,56.0,7.1,39.1,0.47,0.021,0.7,0.88,0.033,Water Testing Kit,Agency_5,1,Safe,
Namchi Village,Sikkim,2023-07-18,WS_55801,Well,23.791077,93.413585,6.63,6.9,48.0,16.0,8.1,4.4,2.88,0.023,1.52,1.41,0.016,Water Testing Kit,Agency_5,1,Safe,158.0
Senapati Rural,Manipur,2023-07-18,WS_44484,River,28.915827,92.77469,6.8,6.0,0.0,19.0,7.5,14.4,1.23,0.041,1.44,1.4,0.019,Water Testing Kit,Agency_7,1,Safe,
Williamnagar Village,Meghalaya,2023-07-18,WS_49689,River,23.112379,94.603222,5.62,63.9,1185.0,2733.0,2.4,186.6,10.36,0.92,1.66,0.49,0.05,IoT Sensor,Agency_9,0,High,
Pasighat Rural,Arunachal Pradesh,2023-07-18,WS_74787,Pond,28.999151,90.550731,7.09,3.4,33.0,56.0,7.0,35.7,2.12,0.046,0.09,0.37,0.033,IoT Sensor,Agency_5,1,Safe,
Dharmanagar Rural,Tripura,2023-07-18,WS_35068,Piped Supply,25.807908,89.336147,5.85,61.6,925.0,2086.0,1.7,86.0,15.0,0.48,1.28,1.26,0.01,Water Testing Kit,Agency_1,0,High,
Amarpur Village,Tripura,2023-07-19,WS_74425,Well,27.525012,89.500515,7.43,5.7,37.0,42.0,8.9,5.1,2.71,0.038,1.06,0.71,0.025,Water Testing Kit,Agency_4,1,Safe,182.0
Williamnagar Village,Meghalaya,2023-07-19,WS_95338,Pond,25.47496,96.543935,5.8,51.0,1329.0,3164.0,3.4,112.2,22.45,0.15,1.73,0.09,0.033,Lab Analysis,Agency_3,0,High,
Karimganj Village,Assam,2023-07-19,WS_96665,River,27.061304,93.831451,7.91,1.3,4.0,54.0,6.5,7.6,2.39,0.019,0.52,0.51,0.002,IoT Sensor,Agency_2,1,Safe,
Tezpur Village,Arunachal Pradesh,2023-07-19,WS_12293,Pond,24.838339,94.414261,6.08,56.1,285.0,2333.0,2.0,153.5,8.73,1.88,0.17,0.45,0.031,Water Testing Kit,Agency_4,0,High,
Silchar Village,Assam,2023-07-19,WS_85148,Well,25.585106,96.681965,7.21,0.9,31.0,65.0,7.2,15.7,2.74,0.034,1.52,1.32,0.02,Water Testing Kit,Agency_3,1,Safe,77.0
Jorhat Village,Assam,2023-07-19,WS_28954,Pond,28.422145,89.248964,5.07,59.8,465.0,4701.0,3.7,89.2,18.03,1.05,1.73,0.78,0.002,IoT Sensor,Agency_3,0,High,
Tuensang Village,Nagaland,2023-07-19,WS_60087,Tube Well,23.123485,91.349027,6.52,1.9,41.0,32.0,6.3,20.2,0.82,0.04,1.58,0.49,0.011,IoT Sensor,Agency_3,1,Safe,48.0
Tezpur Village,Arunachal Pradesh,2023-07-20,WS_22020,Piped Supply,23.941507,95.807325,6.16,19.0,1712.0,3292.0,2.5,71.7,10.14,1.41,1.47,1.24,0.002,Water Testing Kit,Agency_5,0,High,
