village,state,date,season,month,daily_rainfall_mm,weekly_rainfall_mm,monthly_rainfall_mm,temperature_celsius,max_temperature_celsius,min_temperature_celsius,humidity_percent,wind_speed_kmh,wind_direction,atmospheric_pressure_hpa,solar_radiation_mj_m2,evaporation_rate_mm,flood_risk_level,drought_indicator,weather_station_id,data_source
Dimapur Village,Nagaland,2023-07-04,Monsoon,7,77.1,483.9,494.2,29.6,37.3,24.0,75.3,9.5,NW,1009.6,21.8,3.7,Low,No,WS_4056,Local Station
Khowai Village,Tripura,2023-07-04,Monsoon,7,106.5,601.2,667.7,29.8,35.4,27.5,90.5,13.6,SW,1013.9,25.0,11.7,Medium,No,WS_3648,IMD
Pakyong Village,Sikkim,2023-07-04,Monsoon,7,110.2,684.1,320.4,29.5,34.8,24.6,78.6,24.6,NE,1019.8,29.9,2.1,Low,No,WS_8677,Local Station
Dharmanagar Rural,Tripura,2023-07-04,Monsoon,7,179.3,1125.9,366.3,31.8,39.6,27.8,81.4,15.7,N,1012.6,23.5,7.8,Medium,No,WS_3126,Local Station
Wokha Rural,Nagaland,2023-07-04,Monsoon,7,97.0,645.8,508.4,30.6,38.0,26.3,81.2,23.3,NW,1013.2,17.5,4.5,Low,No,WS_2106,IMD
Jowai Rural,Meghalaya,2023-07-05,Monsoon,7,187.6,1177.8,775.1,23.0,26.5,18.6,84.6,10.1,SE,1002.7,17.8,7.4,Low,No,WS_5182,IMD
Bishnupur Rural,Manipur,2023-07-05,Monsoon,7,92.5,552.0,618.4,24.4,30.8,20.6,79.6,4.3,E,1002.4,27.3,9.4,Medium,No,WS_7978,IMD
Naharlagun Village,Arunachal Pradesh,2023-07-05,Monsoon,7,240.8,1472.5,776.1,25.2,28.1,20.0,83.0,20.6,SW,1008.8,28.0,6.3,Low,No,WS_1547,IMD
Pasighat Rural,Arunachal Pradesh,2023-07-05,Monsoon,7,127.1,924.9,348.3,30.3,33.2,25.9,85.9,11.9,S,1019.9,28.4,4.4,Medium,No,WS_9867,Local Station
Jorethang Rural,Sikkim,2023-07-05,Monsoon,7,131.0,863.3,347.0,28.6,32.5,25.5,91.6,13.1,SW,1018.6,25.2,8.3,Medium,No,WS_5266,IMD
Lunglei Village,Mizoram,2023-07-05,Monsoon,7,100.3,693.7,439.5,23.6,25.9,17.8,93.4,15.4,W,1014.7,22.1,2.6,High,No,WS_7609,IMD
Jiribam Village,Manipur,2023-07-05,Monsoon,7,134.3,916.4,536.0,28.8,33.7,25.6,77.8,19.9,SE,1008.6,25.7,4.5,Low,No,WS_4469,Satellite
Shillong Rural,Meghalaya,2023-07-06,Monsoon,7,71.6,477.4,682.1,23.4,30.6,18.7,90.2,10.6,N,1002.1,25.5,2.7,Low,No,WS_9639,IMD
Tamenglong Rural,Manipur,2023-07-06,Monsoon,7,146.5,951.2,400.1,29.3,35.0,23.7,78.4,5.8,E,1013.1,23.0,9.6,Medium,No,WS_8531,IMD
Rangpo Rural,Sikkim,2023-07-06,Monsoon,7,135.4,942.4,798.5,23.2,26.4,19.1,84.1,21.8,SE,1002.3,23.3,4.0,Medium,No,WS_6799,IMD
Gyalshing Rural,Sikkim,2023-07-06,Monsoon,7,112.8,918.5,462.6,28.4,32.7,26.4,77.3,3.0,W,1019.7,19.4,10.3,Medium,Mild,WS_6967,Satellite
Barpeta Village,Assam,2023-07-06,Monsoon,7,50.0,284.5,385.6,26.7,33.1,22.6,83.7,13.5,E,1011.8,20.6,8.8,Low,No,WS_5878,Local Station
Gyalshing Rural,Sikkim,2023-07-06,Monsoon,7,107.2,601.2,634.8,26.7,31.6,22.6,79.9,22.7,NE,1018.0,26.5,5.5,Medium,No,WS_4485,Local Station
Gangtok Rural,Sikkim,2023-07-06,Monsoon,7,153.6,1248.7,778.3,25.0,30.4,19.5,82.6,11.2,SW,1008.0,24.6,4.8,Medium,No,WS_2913,IMD
Singtam Village,Sikkim,2023-07-07,Monsoon,7,104.0,628.9,469.3,30.7,37.3,26.4,82.9,18.2,SE,1016.7,17.4,9.1,Low,Moderate,WS_5187,IMD
Udaipur Village,Tripura,2023-07-07,Monsoon,7,52.0,356.6,311.2,31.1,37.6,27.5,80.0,16.9,SE,1011.2,24.3,5.2,Low,No,WS_4879,Local Station
Udaipur Village,Tripura,2023-07-07,Monsoon,7,159.5,1117.0,486.7,29.4,34.9,26.8,94.4,10.7,S,1014.8,25.4,11.4,High,No,WS_6832,IMD
Bishnupur Rural,Manipur,2023-07-07,Monsoon,7,95.8,666.2,422.5,29.0,33.0,26.4,78.8,13.4,SW,1002.3,22.8,10.2,Low,No,WS_6957,IMD
Phek Rural,Nagaland,2023-07-07,Monsoon,7,118.1,746.8,451.8,25.4,29.2,23.4,85.3,5.7,S,1019.2,25.3,2.5,Medium,No,WS_8650,Satellite
Thoubal Village,Manipur,2023-07-07,Monsoon,7,153.3,1169.4,527.9,25.6,30.4,22.8,76.6,2.7,N,1005.4,20.4,9.5,Low,No,WS_6582,Satellite
Lawngtlai Village,Mizoram,2023-07-07,Monsoon,7,121.4,938.7,685.4,23.5,29.4,18.3,81.8,9.2,NW,1014.1,23.1,4.7,Low,Moderate,WS_7548,IMD
Dimapur Village,Nagaland,2023-07-08,Monsoon,7,186.3,1260.2,728.1,27.0,30.5,23.4,94.7,8.8,N,1014.6,25.0,9.5,Medium,Moderate,WS_4761,Satellite
Amarpur Village,Tripura,2023-07-08,Monsoon,7,76.5,470.9,602.1,29.4,37.1,26.0,90.5,6.5,E,1006.5,23.2,2.0,Low,No,WS_7439,Satellite
Nagaon Rural,Assam,2023-07-08,Monsoon,7,138.9,943.1,701.3,27.5,31.4,23.0,81.1,13.9,S,1006.7,17.7,6.7,Medium,Mild,WS_2880,Local Station
Ukhrul Village,Manipur,2023-07-08,Monsoon,7,115.5,666.4,575.6,25.5,30.4,21.7,91.7,17.5,E,1003.1,29.0,4.4,Low,No,WS_5761,Local Station
Tuensang Village,Nagaland,2023-07-08,Monsoon,7,116.4,850.5,330.1,27.4,35.2,24.4,90.8,15.2,E,1005.1,24.8,5.6,Low,No,WS_2141,IMD
Kohima Rural,Nagaland,2023-07-08,Monsoon,7,126.1,952.9,376.3,26.6,29.2,21.6,83.3,7.8,E,1016.6,25.0,9.3,High,No,WS_3773,IMD
Singtam Village,Sikkim,2023-07-08,Monsoon,7,145.8,1082.5,639.9,30.9,33.0,27.0,85.5,6.1,SW,1005.7,22.0,6.7,Low,No,WS_1181,Local Station
Imphal Rural,Manipur,2023-07-09,Monsoon,7,153.4,1246.4,520.8,23.9,27.0,21.3,75.1,10.2,NW,1019.9,19.0,6.6,Low,No,WS_2111,IMD
Kolasib Rural,Mizoram,2023-07-09,Monsoon,7,141.9,985.9,544.5,23.3,29.9,17.3,85.2,8.1,E,1013.4,21.7,8.8,Low,Mild,WS_7262,Local Station
Kiphire Village,Nagaland,2023-07-09,Monsoon,7,207.4,1585.2,558.5,26.6,33.3,21.7,80.3,14.4,NE,1018.2,26.5,7.6,Low,No,WS_4734,IMD
Ziro Village,Arunachal Pradesh,2023-07-09,Monsoon,7,164.5,1271.1,455.5,24.2,29.8,19.9,92.6,2.6,W,1018.7,27.8,8.6,Medium,No,WS_4685,IMD
Dibrugarh Rural,Assam,2023-07-09,Monsoon,7,142.6,1012.1,417.2,27.9,35.4,22.9,88.2,23.5,NW,1012.2,27.8,6.2,High,No,WS_8572,Satellite
Namchi Village,Sikkim,2023-07-09,Monsoon,7,193.7,1593.1,308.5,24.9,28.4,20.6,77.1,19.5,N,1006.3,25.0,5.7,Low,No,WS_3827,IMD
Agartala Rural,Tripura,2023-07-09,Monsoon,7,178.0,1340.0,665.3,27.3,32.7,22.9,80.6,15.8,NW,1014.2,29.1,4.0,High,No,WS_7238,IMD
Imphal Rural,Manipur,2023-07-10,Monsoon,7,155.0,1205.8,600.0,28.9,32.7,26.4,79.0,15.6,N,1008.6,17.5,3.0,Medium,No,WS_3811,Local Station
Dibrugarh Rural,Assam,2023-07-10,Monsoon,7,207.2,1388.3,513.8,31.9,34.0,29.8,80.5,12.7,N,1013.5,15.0,5.6,Low,No,WS_8289,IMD
Tezpur Village,Arunachal Pradesh,2023-07-10,Monsoon,7,176.2,1388.1,638.0,24.2,30.2,20.5,93.4,15.6,SW,1018.2,22.0,10.1,Low,Mild,WS_9133,Local Station
Rangpo Rural,Sikkim,2023-07-10,Monsoon,7,177.8,1178.0,588.9,27.9,32.1,22.1,75.5,11.5,NW,1010.2,18.5,5.6,Low,Severe,WS_6899,Local Station
Itanagar Rural,Arunachal Pradesh,2023-07-10,Monsoon,7,145.3,921.8,600.0,29.4,36.3,25.8,90.9,2.7,W,1003.7,17.5,5.8,Medium,No,WS_3090,Satellite
Phek Rural,Nagaland,2023-07-10,Monsoon,7,156.9,936.8,509.6,23.1,28.9,17.7,83.2,13.9,SW,1002.1,20.6,11.3,Low,No,WS_6914,Satellite
Khowai Village,Tripura,2023-07-10,Monsoon,7,176.9,1209.2,359.2,25.2,27.7,21.1,87.2,17.2,NW,1000.6,28.7,6.3,Low,No,WS_6761,IMD
Tawang Rural,Arunachal Pradesh,2023-07-11,Monsoon,7,93.6,622.6,512.0,30.5,34.8,27.9,79.3,7.5,SE,1017.8,22.0,8.5,Medium,Mild,WS_5720,IMD
Dharmanagar Rural,Tripura,2023-07-11,Monsoon,7,64.6,402.9,395.7,27.4,31.0,24.8,78.2,12.0,SE,1003.9,19.3,5.0,Low,No,WS_4772,IMD
Belonia Rural,Tripura,2023-07-11,Monsoon,7,64.3,510.0,775.1,26.6,31.9,21.3,94.8,8.4,W,1019.6,24.2,6.2,Low,No,WS_2819,Local Station
Hnahthial Village,Mizoram,2023-07-11,Monsoon,7,48.1,393.6,501.5,23.7,30.9,19.6,94.0,24.4,NW,1018.2,22.7,9.6,High,No,WS_4044,Satellite
Wokha Rural,Nagaland,2023-07-11,Monsoon,7,76.5,630.2,727.6,31.1,34.5,27.0,91.3,9.0,NE,1016.2,16.8,9.8,Low,No,WS_6471,IMD
Khliehriat Village,Meghalaya,2023-07-11,Monsoon,7,65.3,459.2,506.6,29.0,33.0,26.1,76.3,13.9,W,1017.9,29.9,7.6,Low,No,WS_6418,Local Station
Williamnagar Village,Meghalaya,2023-07-11,Monsoon,7,143.4,873.6,544.2,25.3,30.6,19.4,84.7,4.5,S,1017.8,23.5,7.4,Medium,No,WS_3819,Local Station
Shillong Rural,Meghalaya,2023-07-12,Monsoon,7,200.4,1383.5,751.7,22.8,28.0,18.9,83.5,9.5,NE,1017.7,15.6,3.8,Medium,Moderate,WS_6306,Satellite
Thoubal Village,Manipur,2023-07-12,Monsoon,7,190.3,1242.9,468.5,25.9,32.8,20.6,75.9,19.6,NE,1005.3,28.9,8.6,Low,No,WS_7116,IMD
Lunglei Village,Mizoram,2023-07-12,Monsoon,7,201.8,1507.8,465.0,23.3,25.7,18.7,86.5,24.1,N,1008.3,28.8,11.1,Medium,Mild,WS_1557,Local Station
Ukhrul Village,Manipur,2023-07-12,Monsoon,7,136.3,958.6,692.3,23.6,28.5,20.8,91.0,16.0,E,1006.9,23.5,10.2,High,No,WS_9752,Local Station
Jowai Rural,Meghalaya,2023-07-12,Monsoon,7,162.4,965.5,695.2,26.9,32.0,23.9,75.2,12.5,S,1002.5,26.1,3.3,Low,No,WS_7420,Satellite
Lunglei Village,Mizoram,2023-07-12,Monsoon,7,135.8,1013.2,387.4,24.8,29.6,22.4,83.4,6.8,NE,1012.3,22.0,7.4,Low,No,WS_8589,IMD
Shillong Rural,Meghalaya,2023-07-12,Monsoon,7,104.9,861.2,308.4,30.1,37.6,27.2,81.4,6.4,SE,1009.9,15.4,3.6,Medium,Moderate,WS_6053,IMD
Barpeta Village,Assam,2023-07-13,Monsoon,7,147.7,1033.9,384.1,29.6,33.1,25.4,81.3,16.3,NW,1017.0,24.2,3.7,Medium,No,WS_4948,IMD
Jowai Rural,Meghalaya,2023-07-13,Monsoon,7,218.2,1705.1,636.1,24.3,28.2,19.2,86.0,21.7,SE,1016.2,17.8,5.8,Low,No,WS_4028,Satellite
Singtam Village,Sikkim,2023-07-13,Monsoon,7,105.6,808.8,545.1,24.5,28.6,22.1,89.4,18.4,NE,1012.3,17.2,2.3,Low,No,WS_3527,Satellite
Tura Village,Meghalaya,2023-07-13,Monsoon,7,135.9,903.7,305.3,31.0,34.9,28.9,78.9,16.5,NE,1004.8,21.7,6.0,Low,No,WS_9321,IMD
Tezpur Rural,Assam,2023-07-13,Monsoon,7,89.3,738.8,463.2,30.8,36.7,27.3,82.2,20.9,NW,1014.1,29.5,6.4,Low,Moderate,WS_1586,IMD
Lunglei Village,Mizoram,2023-07-13,Monsoon,7,117.6,931.3,539.2,29.7,34.9,24.8,93.2,7.1,E,1004.0,25.2,8.3,Low,Moderate,WS_3915,IMD
Thoubal Village,Manipur,2023-07-13,Monsoon,7,132.0,811.1,335.0,23.7,27.6,19.2,86.7,24.1,W,1008.2,27.5,5.3,Low,No,WS_4482,IMD
Shillong Rural,Meghalaya,2023-07-14,Monsoon,7,113.2,913.4,607.5,23.4,29.8,19.5,85.2,9.8,N,1000.6,21.9,10.8,Low,No,WS_3313,Satellite
Tezpur Village,Arunachal Pradesh,2023-07-14,Monsoon,7,70.8,477.7,582.2,29.8,34.7,23.8,88.3,3.2,S,1004.2,15.9,6.5,Low,No,WS_6683,IMD
Aizawl Rural,Mizoram,2023-07-14,Monsoon,7,142.3,813.6,519.3,29.9,32.0,24.2,75.1,22.8,S,1012.5,17.1,11.2,Low,No,WS_1550,Local Station
Resubelpara Rural,Meghalaya,2023-07-14,Monsoon,7,193.5,1150.2,648.2,24.9,32.8,21.0,94.9,3.5,E,1015.6,18.9,10.9,Low,No,WS_3890,IMD
Kailashahar Village,Tripura,2023-07-14,Monsoon,7,286.3,2400.5,631.7,25.5,30.2,23.2,76.9,13.5,W,1015.2,27.5,7.4,Low,No,WS_9263,IMD
Mangan Village,Sikkim,2023-07-14,Monsoon,7,123.1,814.3,542.3,28.5,33.2,25.9,94.0,16.4,NE,1005.7,29.8,10.6,Low,Mild,WS_4313,Local Station
Gyalshing Rural,Sikkim,2023-07-14,Monsoon,7,43.9,268.8,478.8,26.3,33.1,20.4,94.7,17.8,SE,1007.9,25.0,2.5,Medium,Mild,WS_7127,IMD
Jorethang Rural,Sikkim,2023-07-15,Monsoon,7,78.2,462.8,481.2,26.7,30.6,23.9,92.2,9.2,NE,1008.1,23.1,7.7,Low,Mild,WS_5333,Local Station
Karimganj Village,Assam,2023-07-15,Monsoon,7,251.5,2086.1,764.2,28.5,35.4,23.5,80.4,18.5,N,1010.6,20.2,8.1,Low,Mild,WS_4327,IMD
Imphal Rural,Manipur,2023-07-15,Monsoon,7,57.1,453.6,323.1,24.1,29.7,20.6,88.9,12.3,S,1000.7,16.0,7.8,Low,No,WS_1251,IMD
Jowai Rural,Meghalaya,2023-07-15,Monsoon,7,178.7,1309.0,632.1,31.3,36.2,28.5,86.3,11.4,E,1013.1,18.7,10.8,Medium,Mild,WS_1472,IMD
Kolasib Rural,Mizoram,2023-07-15,Monsoon,7,86.6,653.3,404.0,29.4,33.6,25.4,87.5,21.6,NW,1011.4,24.4,5.6,Low,No,WS_4163,IMD
Churachandpur Village,Manipur,2023-07-15,Monsoon,7,159.9,1056.2,542.9,27.5,33.3,24.3,79.8,3.1,SE,1000.1,18.0,6.9,Low,No,WS_1733,Satellite
Tura Village,Meghalaya,2023-07-15,Monsoon,7,206.9,1717.0,773.3,27.9,29.9,25.2,77.4,5.0,SE,1013.2,16.2,8.1,High,No,WS_8014,IMD
Champhai Rural,Mizoram,2023-07-16,Monsoon,7,227.0,1553.0,514.8,28.4,34.0,25.2,81.2,14.5,SW,1015.9,20.1,6.0,Low,No,WS_5797,IMD
Kailashahar Village,Tripura,2023-07-16,Monsoon,7,165.6,1019.3,711.2,26.1,32.6,20.2,92.3,10.6,SE,1005.8,18.6,5.0,Low,No,WS_1170,IMD
Tamenglong Rural,Manipur,2023-07-16,Monsoon,7,87.9,713.5,472.2,30.0,36.1,26.1,76.4,7.9,NE,1019.5,19.2,10.5,Low,Moderate,WS_5835,Local Station
Phek Rural,Nagaland,2023-07-16,Monsoon,7,185.5,1179.7,799.8,29.3,33.4,24.4,79.2,16.6,N,1019.8,23.8,5.9,Low,No,WS_6123,IMD
Tuensang Village,Nagaland,2023-07-16,Monsoon,7,127.5,851.0,733.2,30.0,33.8,25.4,86.7,17.3,SW,1000.7,16.3,5.7,Low,No,WS_9385,IMD
Bomdila Rural,Arunachal Pradesh,2023-07-16,Monsoon,7,87.7,567.1,326.5,26.8,32.7,24.4,79.3,14.4,E,1001.2,25.7,3.0,Medium,No,WS_3278,IMD
Kailashahar Village,Tripura,2023-07-16,Monsoon,7,113.7,680.7,343.6,25.6,30.6,21.3,86.9,14.5,S,1009.8,20.8,10.3,Low,Moderate,WS_3372,Satellite
Dibrugarh Rural,Assam,2023-07-17,Monsoon,7,112.0,693.1,679.5,23.5,30.9,20.4,90.2,10.2,NW,1019.0,16.3,5.2,Medium,No,WS_9505,Satellite
Mokokchung Rural,Nagaland,2023-07-17,Monsoon,7,114.3,781.9,595.1,28.8,33.7,26.5,87.5,7.0,SW,1011.6,15.5,10.4,Low,No,WS_6742,IMD
Shillong Rural,Meghalaya,2023-07-17,Monsoon,7,172.9,1063.5,478.0,23.0,29.3,18.0,86.2,7.7,S,1011.9,15.2,4.8,Low,No,WS_9395,IMD
Khliehriat Village,Meghalaya,2023-07-17,Monsoon,7,98.0,605.2,303.4,27.9,32.8,25.1,89.3,7.9,SW,1013.9,24.4,9.8,Low,No,WS_4032,Local Station
Agartala Rural,Tripura,2023-07-17,Monsoon,7,115.3,838.3,492.6,30.7,38.6,26.1,81.4,3.3,NW,1004.3,26.4,9.8,Low,No,WS_5824,Local Station
Naharlagun Village,Arunachal Pradesh,2023-07-17,Monsoon,7,117.3,668.9,627.6,28.3,36.1,26.2,86.6,17.1,E,1017.9,15.7,2.5,Medium,No,WS_5646,Local Station
Gangtok Rural,Sikkim,2023-07-17,Monsoon,7,173.1,970.7,678.6,31.4,34.1,27.1,94.2,10.3,W,1002.7,29.2,4.9,Medium,No,WS_7885,IMD
Williamnagar Village,Meghalaya,2023-07-18,Monsoon,7,187.7,1228.5,679.4,28.6,35.4,23.6,81.8,5.9,NE,1000.6,19.0,11.9,Low,No,WS_5257,Satellite
Udaipur Village,Tripura,2023-07-18,Monsoon,7,168.7,1103.2,755.4,31.3,37.3,26.9,88.0,13.5,N,1004.4,28.7,9.8,Low,No,WS_8576,Satellite
Zunheboto Village,Nagaland,2023-07-18,Monsoon,7,129.8,877.5,712.9,27.6,34.5,22.8,78.1,12.9,NW,1017.6,18.4,3.2,Low,No,WS_9547,Local Station
Singtam Village,Sikkim,2023-07-18,Monsoon,7,75.6,427.3,421.3,26.6,31.0,24.0,80.5,12.4,NW,1006.0,24.9,10.0,Medium,No,WS_6538,IMD
Singtam Village,Sikkim,2023-07-18,Monsoon,7,153.8,1134.1,720.4,27.7,32.5,24.5,90.0,23.2,NW,1017.7,16.4,6.9,High,Moderate,WS_7445,Satellite
Jorethang Rural,Sikkim,2023-07-18,Monsoon,7,120.7,680.8,485.9,27.7,31.9,22.6,92.1,12.1,E,1012.5,21.2,7.9,High,Moderate,WS_5293,IMD
Singtam Village,Sikkim,2023-07-18,Monsoon,7,122.6,936.2,725.7,29.9,32.8,26.2,94.6,7.7,W,1003.7,17.0,6.4,High,Mild,WS_1565,IMD
Serchhip Village,Mizoram,2023-07-19,Monsoon,7,110.2,675.5,656.8,23.4,27.6,18.5,88.0,16.2,NW,1011.7,19.0,10.9,Medium,No,WS_6476,Local Station
Imphal Rural,Manipur,2023-07-19,Monsoon,7,99.1,604.5,693.5,23.1,30.4,19.9,79.6,10.5,S,1009.3,15.3,8.9,Low,No,WS_1009,Satellite
Teliamura Rural,Tripura,2023-07-19,Monsoon,7,142.0,967.7,472.7,29.5,36.6,24.2,78.9,2.2,E,1007.2,23.8,8.6,Low,No,WS_3949,Local Station
Pakyong Village,Sikkim,2023-07-19,Monsoon,7,136.4,1024.8,390.0,24.1,28.8,18.8,85.9,9.3,S,1011.9,22.0,4.8,High,No,WS_2665,Local Station
Teliamura Rural,Tripura,2023-07-19,Monsoon,7,82.5,538.6,510.5,29.7,32.8,26.8,94.7,16.2,E,1012.4,22.9,11.0,Medium,No,WS_1026,IMD
Pakyong Village,Sikkim,2023-07-19,Monsoon,7,77.5,459.5,586.1,30.6,32.6,28.3,81.4,4.8,SE,1012.5,26.1,7.6,Low,No,WS_1540,IMD
Gyalshing Rural,Sikkim,2023-07-19,Monsoon,7,243.7,1912.3,496.9,28.4,31.8,23.0,79.1,4.5,SW,1017.7,19.7,5.6,Medium,No,WS_8049,IMD
Tamenglong Rural,Manipur,2023-07-20,Monsoon,7,91.3,739.7,341.9,26.1,30.7,21.2,90.9,11.1,W,1015.7,24.4,6.0,Medium,Moderate,WS_2045,IMD
Itanagar Rural,Arunachal Pradesh,2023-07-20,Monsoon,7,182.6,1066.5,436.7,22.4,27.8,18.5,89.0,18.1,E,1016.7,22.4,10.9,Low,Moderate,WS_1029,IMD
Ukhrul Village,Manipur,2023-07-20,Monsoon,7,109.0,793.9,396.4,29.4,33.6,26.1,91.7,21.6,S,1019.8,23.4,4.1,Low,No,WS_1979,IMD
Pasighat Rural,Arunachal Pradesh,2023-07-20,Monsoon,7,101.9,774.2,372.9,31.2,35.5,28.9,89.6,4.1,SE,1019.2,24.8,11.3,Low,No,WS_4571,IMD
Ziro Village,Arunachal Pradesh,2023-07-20,Monsoon,7,106.9,826.9,746.5,29.3,32.1,24.4,86.6,20.8,S,1003.1,25.2,3.6,Low,No,WS_2906,Satellite
Nagaon Rural,Assam,2023-07-20,Monsoon,7,169.2,1080.7,611.8,24.7,28.8,20.2,87.8,9.5,SE,1001.5,27.7,7.5,Low,Moderate,WS_1619,IMD
Bishnupur Rural,Manipur,2023-07-20,Monsoon,7,205.1,1711.5,509.9,27.7,35.5,25.4,78.5,24.3,N,1012.3,16.9,5.7,Low,No,WS_8335,Local Station
Churachandpur Village,Manipur,2023-07-21,Monsoon,7,164.5,980.9,540.7,27.7,32.0,22.0,93.9,13.4,NE,1015.5,17.8,5.0,Low,No,WS_8936,Local Station
Shillong Rural,Meghalaya,2023-07-21,Monsoon,7,98.7,681.7,614.9,31.2,38.3,25.9,80.2,2.4,NE,1003.5,29.1,6.8,High,Moderate,WS_6652,IMD
Roing Village,Arunachal Pradesh,2023-07-21,Monsoon,7,67.0,410.0,422.5,30.9,34.4,25.9,87.2,9.3,W,1012.2,27.7,6.0,Medium,No,WS_7451,Local Station
Senapati Rural,Manipur,2023-07-21,Monsoon,7,171.2,1264.5,695.8,24.3,30.9,21.8,84.6,2.3,NW,1019.1,27.4,11.8,Low,No,WS_1649,IMD
Kailashahar Village,Tripura,2023-07-21,Monsoon,7,65.5,412.4,463.0,31.4,35.4,27.4,90.6,5.0,SE,1018.3,26.8,6.2,Low,No,WS_6487,IMD
Karimganj Village,Assam,2023-07-21,Monsoon,7,148.9,1156.2,335.0,25.4,30.2,20.9,87.0,24.7,NW,1012.6,29.2,2.1,Low,No,WS_2774,Local Station
Pasighat Rural,Arunachal Pradesh,2023-07-21,Monsoon,7,175.4,1238.7,691.5,30.0,36.9,24.2,89.4,6.0,W,1007.4,28.7,6.7,Medium,No,WS_1078,Local Station
Wokha Rural,Nagaland,2023-07-22,Monsoon,7,273.7,1993.4,684.1,28.7,32.8,24.9,76.8,9.7,NE,1000.1,26.9,2.9,Low,No,WS_2548,Local Station
Serchhip Village,Mizoram,2023-07-22,Monsoon,7,57.4,411.1,517.6,27.9,30.6,22.7,93.4,10.3,E,1014.2,28.1,2.8,Low,No,WS_5878,Satellite
Pakyong Village,Sikkim,2023-07-22,Monsoon,7,45.8,335.2,372.1,25.1,28.1,21.7,76.7,5.7,SW,1007.9,23.5,8.5,Low,No,WS_8489,IMD
Tawang Rural,Arunachal Pradesh,2023-07-22,Monsoon,7,32.7,199.7,759.4,24.6,28.4,18.7,76.2,17.5,W,1000.6,22.1,8.2,High,No,WS_5442,IMD
Jiribam Village,Manipur,2023-07-22,Monsoon,7,44.9,314.0,703.7,27.0,33.9,23.6,90.5,23.4,SW,1001.1,20.4,7.2,Low,No,WS_8896,Local Station
Barpeta Village,Assam,2023-07-22,Monsoon,7,125.1,782.3,619.5,31.3,33.5,28.6,75.8,14.8,N,1007.3,29.4,4.6,Low,Mild,WS_3367,Satellite
Tura Village,Meghalaya,2023-07-22,Monsoon,7,119.1,859.0,624.0,30.7,38.7,26.5,92.2,11.0,SW,1008.0,23.0,3.8,Medium,Moderate,WS_1884,Satellite
Amarpur Village,Tripura,2023-07-23,Monsoon,7,247.7,1722.3,615.1,27.2,32.2,22.7,75.4,21.9,S,1007.1,21.7,5.4,Low,No,WS_5975,IMD
Mokokchung Rural,Nagaland,2023-07-23,Monsoon,7,91.5,638.3,712.9,29.8,36.7,24.0,81.4,8.1,SW,1012.7,19.0,6.3,Low,No,WS_8031,IMD
Hnahthial Village,Mizoram,2023-07-23,Monsoon,7,60.6,393.7,570.4,27.9,33.7,25.5,88.3,16.0,NW,1015.5,24.3,11.8,Medium,No,WS_4045,IMD
Saitual Rural,Mizoram,2023-07-23,Monsoon,7,44.5,326.3,460.4,29.6,31.8,24.2,91.3,7.6,S,1018.8,19.8,9.1,Low,No,WS_8367,Local Station
Gangtok Rural,Sikkim,2023-07-23,Monsoon,7,124.7,1001.5,510.8,22.4,27.3,19.1,77.8,20.6,E,1007.3,25.9,5.7,Low,No,WS_3875,Local Station
Mokokchung Rural,Nagaland,2023-07-23,Monsoon,7,104.4,753.8,709.8,25.6,33.1,22.7,80.1,22.3,W,1014.1,15.3,5.5,Low,No,WS_3782,Local Station
Belonia Rural,Tripura,2023-07-23,Monsoon,7,178.6,1479.3,558.7,22.4,27.3,17.4,77.2,24.3,E,1001.7,24.7,2.1,Low,No,WS_1047,Satellite
Naharlagun Village,Arunachal Pradesh,2023-07-24,Monsoon,7,105.8,601.9,559.0,25.1,32.8,20.8,77.3,9.0,W,1004.1,21.0,8.8,Low,No,WS_5619,Satellite
Senapati Rural,Manipur,2023-07-24,Monsoon,7,203.1,1186.7,620.9,26.1,31.4,21.3,92.3,20.0,SW,1011.3,19.7,7.6,Medium,No,WS_5546,IMD
Khowai Village,Tripura,2023-07-24,Monsoon,7,81.3,601.4,498.5,22.1,25.6,19.0,93.9,15.5,NE,1018.9,20.2,9.2,Low,No,WS_5186,Local Station
Ukhrul Village,Manipur,2023-07-24,Monsoon,7,78.0,620.9,535.9,29.1,35.3,23.5,80.4,15.7,SW,1013.7,19.6,6.4,Low,No,WS_6190,IMD
Namchi Village,Sikkim,2023-07-24,Monsoon,7,71.3,542.2,678.4,27.1,35.1,21.7,85.1,11.3,S,1001.1,26.4,9.2,Low,No,WS_2034,Satellite
Karimganj Village,Assam,2023-07-24,Monsoon,7,142.8,817.7,369.3,28.8,33.8,23.0,79.3,24.9,NW,1017.8,20.6,2.4,Low,Moderate,WS_6363,Satellite
Teliamura Rural,Tripura,2023-07-24,Monsoon,7,88.9,550.7,427.6,24.2,27.3,20.6,75.3,17.9,NW,1016.4,19.9,8.0,Low,No,WS_9863,IMD
Serchhip Village,Mizoram,2023-07-25,Monsoon,7,134.5,961.2,546.6,23.2,25.3,17.9,82.6,24.6,NE,1007.4,20.2,6.3,Low,Mild,WS_9195,Satellite
Kailashahar Village,Tripura,2023-07-25,Monsoon,7,67.1,435.6,489.2,29.4,32.1,26.1,93.4,20.8,N,1009.1,23.1,3.3,Low,No,WS_5717,IMD
