village,state,date,outbreak,outbreak_type,risk_level,risk_score,total_diarrhea_cases,total_fever_cases,total_vomiting_cases,total_affected_population,water_contaminated,flooding_occurred,high_rainfall_event,outbreak_duration_days,cases_hospitalized,cases_recovered,intervention_needed,alert_level,reported_by,verification_status
Churachandpur Village,Manipur,2023-08-07,0,None,High,38.8,4,4,4,22,0,1,0,0,0,0,1,Green,ASHA Worker,Verified
Silchar Village,Assam,2023-08-08,0,None,High,33.2,4,2,6,23,1,0,0,0,0,0,1,Orange,District Health Office,Pending
Mokokchung Rural,Nagaland,2023-08-08,1,Weather-related,High,41.4,10,6,2,33,0,0,1,16,2,8,1,Yellow,Clinic,Verified
Tezpur Rural,Assam,2023-08-08,0,None,Medium,21.6,6,0,8,34,0,0,0,0,0,0,0,Green,Clinic,Verified
Kiphire Village,Nagaland,2023-08-08,1,Water-borne,High,39.4,8,4,2,17,1,0,0,18,2,6,1,Orange,ASHA Worker,Pending
Shillong Rural,Meghalaya,2023-08-08,1,Flood-related,Critical,56.8,8,4,4,35,0,1,1,19,3,7,1,Red,Community Leader,Verified
Khliehriat Village,Meghalaya,2023-08-08,0,None,Medium,29.2,6,0,6,26,0,0,1,0,0,0,1,Yellow,Clinic,Verified
Bishnupur Rural,Manipur,2023-08-08,0,None,High,41.8,6,10,4,26,0,0,1,0,0,0,1,Orange,Community Leader,Verified
Senapati Rural,Manipur,2023-08-09,0,None,Medium,26.4,6,8,2,26,0,0,0,0,0,0,1,Red,ASHA Worker,Verified
Barpeta Village,Assam,2023-08-09,1,Water-borne,High,47.8,6,4,4,19,1,0,1,13,1,5,1,Orange,ASHA Worker,Verified
Karimganj Village,Assam,2023-08-09,0,None,Medium,25.0,6,2,0,13,0,0,1,0,0,0,1,Green,District Health Office,Verified
Bomdila Rural,Arunachal Pradesh,2023-08-09,1,Water-borne,High,46.2,6,8,6,41,1,0,0,14,1,4,1,Yellow,ASHA Worker,Verified
Namchi Village,Sikkim,2023-08-09,0,None,High,39.0,4,6,10,40,0,0,1,0,0,0,1,Yellow,ASHA Worker,Under Investigation
Pakyong Village,Sikkim,2023-08-09,0,None,Medium,29.2,8,4,6,41,0,0,0,0,0,0,1,Orange,District Health Office,Verified
Belonia Rural,Tripura,2023-08-09,0,None,High,37.8,4,10,4,41,0,0,1,0,0,0,1,Green,ASHA Worker,Verified
Naharlagun Village,Arunachal Pradesh,2023-08-10,0,None,Low,3.0,0,2,0,3,0,0,0,0,0,0,0,Orange,Clinic,Pending
Senapati Rural,Manipur,2023-08-10,0,None,Medium,19.4,4,6,2,14,0,0,0,0,0,0,0,Green,District Health Office,Pending
Nagaon Rural,Assam,2023-08-10,1,Water-borne,High,46.0,6,6,0,18,1,0,1,13,1,5,1,Red,District Health Office,Verified
Kailashahar Village,Tripura,2023-08-10,0,None,High,36.8,2,2,4,16,1,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Gyalshing Rural,Sikkim,2023-08-10,0,None,Critical,58.2,2,8,6,25,1,1,0,0,0,0,1,Orange,ASHA Worker,Under Investigation
Gyalshing Rural,Sikkim,2023-08-10,1,Water-borne,Critical,52.2,10,0,6,22,1,0,1,5,1,8,1,Red,ASHA Worker,Verified
Udaipur Village,Tripura,2023-08-10,1,Water-borne,Critical,54.0,8,2,0,20,1,1,0,14,1,6,1,Red,ASHA Worker,Under Investigation
Bishnupur Rural,Manipur,2023-08-11,0,None,Medium,21.4,2,0,2,8,1,0,0,0,0,0,0,Green,District Health Office,Verified
Agartala Rural,Tripura,2023-08-11,0,None,Medium,21.2,4,4,6,18,0,0,0,0,0,0,0,Green,Clinic,Verified
Teliamura Rural,Tripura,2023-08-11,1,Flood-related,Critical,55.2,6,4,6,38,0,1,1,8,1,4,1,Orange,ASHA Worker,Verified
Bomdila Rural,Arunachal Pradesh,2023-08-11,0,None,Critical,55.4,4,10,2,37,0,1,1,0,0,0,1,Orange,District Health Office,Verified
Mokokchung Rural,Nagaland,2023-08-11,0,None,Critical,59.4,4,8,12,31,1,0,1,0,0,0,1,Red,ASHA Worker,Verified
Hnahthial Village,Mizoram,2023-08-11,1,Water-borne,High,37.8,6,4,4,34,1,0,0,15,1,4,1,Orange,Community Leader,Verified
Serchhip Village,Mizoram,2023-08-11,0,None,High,30.8,2,8,4,30,0,0,1,0,0,0,1,Orange,District Health Office,Verified
Namchi Village,Sikkim,2023-08-12,1,Water-borne,High,41.0,8,0,0,15,1,0,1,19,0,6,1,Red,ASHA Worker,Under Investigation
Thoubal Village,Manipur,2023-08-12,0,None,High,35.2,2,6,6,26,1,0,0,0,0,0,1,Green,Clinic,Verified
Thoubal Village,Manipur,2023-08-12,1,Flood-related,Critical,59.0,10,6,0,36,0,1,1,15,3,8,1,Red,Clinic,Verified
Shillong Rural,Meghalaya,2023-08-12,1,Water-borne,High,47.4,12,4,2,23,1,0,0,2,1,10,1,Red,District Health Office,Verified
Khliehriat Village,Meghalaya,2023-08-12,0,None,High,31.4,2,10,2,18,0,0,1,0,0,0,1,Yellow,Clinic,Verified
Silchar Village,Assam,2023-08-12,0,None,Medium,24.4,6,0,2,15,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Teliamura Rural,Tripura,2023-08-12,1,Water-borne,Critical,54.2,10,8,6,43,1,0,0,16,1,9,1,Yellow,Clinic,Verified
Jorhat Village,Assam,2023-08-13,0,None,Critical,55.8,0,4,4,18,1,1,1,0,0,0,1,Green,Clinic,Verified
Gangtok Rural,Sikkim,2023-08-13,1,Flood-related,High,37.4,6,2,2,21,0,1,0,19,1,5,1,Red,Clinic,Verified
Jorethang Rural,Sikkim,2023-08-13,0,None,Medium,15.4,0,2,2,6,0,0,1,0,0,0,0,Green,Clinic,Pending
Silchar Village,Assam,2023-08-13,0,None,Medium,28.2,4,2,6,26,0,0,1,0,0,0,1,Yellow,Clinic,Verified
Ukhrul Village,Manipur,2023-08-13,0,None,High,43.8,4,4,4,24,1,0,1,0,0,0,1,Yellow,District Health Office,Under Investigation
Baghmara Rural,Meghalaya,2023-08-13,1,Water-borne,Critical,50.2,6,4,6,35,1,0,1,8,1,5,1,Red,ASHA Worker,Verified
Dharmanagar Rural,Tripura,2023-08-13,0,None,High,34.8,0,0,4,9,0,1,1,0,0,0,1,Yellow,ASHA Worker,Verified
Udaipur Village,Tripura,2023-08-14,0,None,Medium,24.2,4,6,6,30,0,0,0,0,0,0,0,Green,District Health Office,Under Investigation
Namchi Village,Sikkim,2023-08-14,1,Water-borne,Critical,59.0,14,4,0,42,1,0,1,2,5,11,1,Orange,ASHA Worker,Verified
Bishnupur Rural,Manipur,2023-08-14,1,Weather-related,High,38.4,10,4,2,33,0,0,1,6,1,9,1,Red,Clinic,Verified
Jiribam Village,Manipur,2023-08-14,0,None,Medium,21.8,2,2,4,11,0,0,1,0,0,0,0,Green,ASHA Worker,Verified
Bomdila Rural,Arunachal Pradesh,2023-08-14,0,None,High,34.8,2,4,4,18,0,1,0,0,0,0,1,Orange,Community Leader,Verified
Serchhip Village,Mizoram,2023-08-14,1,Water-borne,High,41.8,8,4,4,22,1,0,0,3,2,6,1,Red,Clinic,Verified
Gyalshing Rural,Sikkim,2023-08-14,0,None,High,36.6,4,6,8,41,0,0,1,0,0,0,1,Green,Clinic,Verified
Imphal Rural,Manipur,2023-08-15,1,Weather-related,Critical,52.4,14,8,2,29,0,0,1,20,4,11,1,Orange,ASHA Worker,Under Investigation
Belonia Rural,Tripura,2023-08-15,0,None,Critical,58.4,4,2,2,19,1,1,1,0,0,0,1,Orange,ASHA Worker,Verified
Bishnupur Rural,Manipur,2023-08-15,1,Flood-related,High,43.8,8,2,4,34,0,1,0,1,0,6,1,Red,Clinic,Verified
Resubelpara Rural,Meghalaya,2023-08-15,1,Water-borne,High,46.8,12,2,4,35,1,0,0,5,3,10,1,Orange,ASHA Worker,Verified
Tamenglong Rural,Manipur,2023-08-15,1,Flood-related,Critical,61.8,6,10,4,25,0,1,1,16,1,4,1,Yellow,District Health Office,Verified
Belonia Rural,Tripura,2023-08-15,0,None,High,41.4,4,4,2,24,1,0,1,0,0,0,1,Yellow,Clinic,Verified
Tezpur Village,Arunachal Pradesh,2023-08-15,0,None,High,32.8,6,4,4,24,0,0,1,0,0,0,1,Yellow,Clinic,Verified
Aizawl Rural,Mizoram,2023-08-16,0,None,High,39.2,4,6,6,22,1,0,0,0,0,0,1,Orange,ASHA Worker,Verified
Serchhip Village,Mizoram,2023-08-16,0,None,Medium,26.4,4,4,2,20,0,0,1,0,0,0,1,Yellow,District Health Office,Under Investigation
Wokha Rural,Nagaland,2023-08-16,0,None,Medium,16.4,2,0,2,8,0,0,1,0,0,0,0,Orange,District Health Office,Verified
Kiphire Village,Nagaland,2023-08-16,0,None,High,40.0,6,12,0,38,0,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Dibrugarh Rural,Assam,2023-08-16,1,Weather-related,Critical,57.8,14,10,4,43,0,0,1,6,4,12,1,Yellow,ASHA Worker,Under Investigation
Singtam Village,Sikkim,2023-08-16,1,Flood-related,Critical,55.8,6,6,4,39,0,1,1,15,1,4,1,Orange,ASHA Worker,Verified
Dibrugarh Rural,Assam,2023-08-16,1,Water-borne,High,47.8,6,4,4,32,1,0,1,9,1,5,1,Orange,District Health Office,Pending
Gangtok Rural,Sikkim,2023-08-17,1,Weather-related,High,41.0,8,2,10,28,0,0,1,11,2,6,1,Yellow,District Health Office,Verified
Imphal Rural,Manipur,2023-08-17,1,Water-borne,Critical,70.6,8,0,8,27,1,1,1,20,1,7,1,Red,ASHA Worker,Verified
Teliamura Rural,Tripura,2023-08-17,1,Flood-related,High,46.4,6,8,2,38,0,1,0,6,1,5,1,Orange,District Health Office,Verified
Udaipur Village,Tripura,2023-08-17,0,None,Critical,58.4,4,2,2,11,1,1,1,0,0,0,1,Orange,District Health Office,Verified
Kailashahar Village,Tripura,2023-08-17,0,None,Critical,52.8,2,6,4,16,1,1,0,0,0,0,1,Red,ASHA Worker,Verified
Pakyong Village,Sikkim,2023-08-17,0,None,High,39.2,2,2,6,24,1,0,1,0,0,0,1,Red,Clinic,Verified
Mokokchung Rural,Nagaland,2023-08-17,0,None,High,32.2,6,2,6,27,0,0,1,0,0,0,1,Yellow,District Health Office,Under Investigation
Tawang Rural,Arunachal Pradesh,2023-08-18,1,Flood-related,Critical,67.8,12,6,4,46,0,1,1,15,4,9,1,Red,ASHA Worker,Verified
Champhai Rural,Mizoram,2023-08-18,0,None,High,35.4,4,0,2,11,1,0,1,0,0,0,1,Orange,ASHA Worker,Verified
Teliamura Rural,Tripura,2023-08-18,1,Weather-related,High,45.6,10,4,8,37,0,0,1,13,3,9,1,Red,Clinic,Verified
Kolasib Rural,Mizoram,2023-08-18,0,None,High,41.0,4,2,0,14,0,1,1,0,0,0,1,Green,ASHA Worker,Verified
Jiribam Village,Manipur,2023-08-18,0,None,Low,13.8,0,6,4,15,0,0,0,0,0,0,0,Green,ASHA Worker,Pending
Pakyong Village,Sikkim,2023-08-18,0,None,Critical,52.6,4,10,8,28,0,1,0,0,0,0,1,Green,District Health Office,Verified
Dharmanagar Rural,Tripura,2023-08-18,1,Flood-related,Critical,54.8,12,4,4,33,0,1,0,2,2,9,1,Orange,Clinic,Verified
Ukhrul Village,Manipur,2023-08-19,1,Weather-related,High,43.4,8,10,2,45,0,0,1,4,2,7,1,Red,Clinic,Pending
Imphal Rural,Manipur,2023-08-19,1,Water-borne,High,42.8,10,2,4,33,1,0,0,1,1,9,1,Yellow,ASHA Worker,Verified
Naharlagun Village,Arunachal Pradesh,2023-08-19,0,None,Medium,29.8,6,2,4,26,0,0,1,0,0,0,1,Yellow,District Health Office,Verified
Ziro Village,Arunachal Pradesh,2023-08-19,0,None,Critical,50.4,4,10,2,31,1,0,1,0,0,0,1,Green,ASHA Worker,Verified
Jowai Rural,Meghalaya,2023-08-19,0,None,Critical,56.4,0,6,2,17,1,1,1,0,0,0,1,Orange,ASHA Worker,Verified
Imphal Rural,Manipur,2023-08-19,1,Water-borne,High,44.0,10,6,0,35,1,0,0,14,2,8,1,Orange,Clinic,Verified
Dharmanagar Rural,Tripura,2023-08-19,1,Community-spread,Medium,26.0,10,4,0,32,0,0,0,5,3,8,1,Orange,Community Leader,Verified
Senapati Rural,Manipur,2023-08-20,0,None,High,46.8,2,2,4,16,1,1,0,0,0,0,1,Green,District Health Office,Verified
Tura Village,Meghalaya,2023-08-20,1,Water-borne,Critical,53.6,10,6,8,38,1,0,0,12,3,9,1,Red,Clinic,Verified
Teliamura Rural,Tripura,2023-08-20,0,None,Medium,26.4,6,8,2,34,0,0,0,0,0,0,1,Orange,ASHA Worker,Verified
Aizawl Rural,Mizoram,2023-08-20,1,Weather-related,High,37.4,8,6,2,24,0,0,1,4,1,7,1,Red,Clinic,Verified
Ukhrul Village,Manipur,2023-08-20,1,Water-borne,Critical,63.2,8,10,6,53,1,0,1,1,2,7,1,Red,District Health Office,Verified
Teliamura Rural,Tripura,2023-08-20,1,Water-borne,Critical,62.8,10,2,4,35,1,1,0,17,2,8,1,Yellow,ASHA Worker,Verified
Saitual Rural,Mizoram,2023-08-20,0,None,High,48.8,4,4,4,21,0,1,1,0,0,0,1,Green,ASHA Worker,Verified
Hnahthial Village,Mizoram,2023-08-21,1,Weather-related,Critical,50.0,8,8,10,41,0,0,1,2,1,7,1,Green,District Health Office,Verified
Tamenglong Rural,Manipur,2023-08-21,1,Weather-related,High,48.8,8,12,4,54,0,0,1,10,1,6,1,Red,District Health Office,Verified
Senapati Rural,Manipur,2023-08-21,0,None,Medium,25.4,2,6,2,13,0,0,1,0,0,0,1,Green,Clinic,Under Investigation
Imphal Rural,Manipur,2023-08-21,1,Water-borne,High,44.8,6,2,4,18,1,0,1,18,2,5,1,Red,District Health Office,Verified
Tawang Rural,Arunachal Pradesh,2023-08-21,0,None,Medium,25.0,8,6,0,32,0,0,0,0,0,0,1,Red,ASHA Worker,Under Investigation
Williamnagar Village,Meghalaya,2023-08-21,0,None,Medium,27.8,4,0,4,17,1,0,0,0,0,0,1,Green,ASHA Worker,Verified
Kohima Rural,Nagaland,2023-08-21,0,None,Medium,29.8,6,2,4,16,0,0,1,0,0,0,1,Green,District Health Office,Verified
Udaipur Village,Tripura,2023-08-22,0,None,Medium,29.0,4,4,0,10,1,0,0,0,0,0,1,Green,Clinic,Verified
Serchhip Village,Mizoram,2023-08-22,0,None,Medium,20.4,6,4,2,26,0,0,0,0,0,0,0,Orange,Clinic,Verified
Nongpoh Village,Meghalaya,2023-08-22,0,None,High,32.8,6,4,4,19,0,0,1,0,0,0,1,Green,ASHA Worker,Verified
Guwahati Rural,Assam,2023-08-22,1,Flood-related,High,43.4,6,6,2,24,0,1,0,9,1,5,1,Yellow,ASHA Worker,Verified
Tuensang Village,Nagaland,2023-08-22,0,None,Medium,23.4,6,6,2,24,0,0,0,0,0,0,0,Green,Clinic,Under Investigation
Thoubal Village,Manipur,2023-08-22,0,None,Medium,26.6,4,6,8,36,0,0,0,0,0,0,1,Yellow,Community Leader,Pending
Jowai Rural,Meghalaya,2023-08-22,1,Water-borne,High,30.0,6,2,0,9,1,0,0,3,1,5,1,Red,District Health Office,Verified
Thoubal Village,Manipur,2023-08-23,0,None,High,49.2,2,2,6,24,1,1,0,0,0,0,1,Green,District Health Office,Verified
Thoubal Village,Manipur,2023-08-23,1,Flood-related,Critical,63.8,10,6,4,46,0,1,1,4,2,9,1,Orange,ASHA Worker,Verified
Belonia Rural,Tripura,2023-08-23,1,Water-borne,Critical,65.8,12,8,4,30,1,0,1,2,4,11,1,Orange,Clinic,Verified
Williamnagar Village,Meghalaya,2023-08-23,0,None,High,41.2,6,8,6,27,0,0,1,0,0,0,1,Green,Community Leader,Verified
Tamenglong Rural,Manipur,2023-08-23,1,Water-borne,High,45.4,8,8,2,25,1,0,0,8,1,6,1,Green,District Health Office,Under Investigation
Roing Village,Arunachal Pradesh,2023-08-23,0,None,Medium,24.4,8,4,2,21,0,0,0,0,0,0,0,Yellow,Clinic,Under Investigation
Bomdila Rural,Arunachal Pradesh,2023-08-23,0,None,Medium,25.8,6,6,4,26,0,0,0,0,0,0,1,Green,Clinic,Verified
Jorhat Village,Assam,2023-08-24,1,Water-borne,Critical,51.0,10,4,0,27,1,0,1,19,1,8,1,Orange,Community Leader,Verified
Williamnagar Village,Meghalaya,2023-08-24,1,Weather-related,High,39.8,8,6,4,23,0,0,1,4,1,6,1,Red,ASHA Worker,Verified
Kohima Rural,Nagaland,2023-08-24,0,None,Medium,26.0,4,2,0,7,1,0,0,0,0,0,1,Green,Community Leader,Pending
Bomdila Rural,Arunachal Pradesh,2023-08-24,0,None,Medium,23.8,0,6,4,15,0,0,1,0,0,0,0,Orange,Clinic,Verified
Mokokchung Rural,Nagaland,2023-08-24,1,Water-borne,Critical,58.0,6,6,10,31,1,0,1,5,2,5,1,Red,Clinic,Verified
Guwahati Rural,Assam,2023-08-24,0,None,High,37.6,6,4,8,44,0,0,1,0,0,0,1,Green,ASHA Worker,Verified
Pasighat Rural,Arunachal Pradesh,2023-08-24,1,Water-borne,Critical,60.4,8,10,12,44,1,0,0,16,1,7,1,Yellow,Clinic,Verified
Pakyong Village,Sikkim,2023-08-25,1,Water-borne,High,45.8,10,4,4,25,1,0,0,12,2,8,1,Red,District Health Office,Verified
Mangan Village,Sikkim,2023-08-25,0,None,Critical,53.4,0,4,2,8,1,1,1,0,0,0,1,Orange,ASHA Worker,Verified
Khowai Village,Tripura,2023-08-25,0,None,Medium,16.4,4,4,2,24,0,0,0,0,0,0,0,Orange,ASHA Worker,Pending
Tawang Rural,Arunachal Pradesh,2023-08-25,1,Water-borne,High,49.4,6,0,2,16,1,1,0,4,1,5,1,Yellow,Clinic,Pending
Phek Rural,Nagaland,2023-08-25,0,None,High,46.2,4,4,6,29,1,0,1,0,0,0,1,Orange,ASHA Worker,Under Investigation
Dimapur Village,Nagaland,2023-08-25,1,Community-spread,Medium,23.0,10,2,0,26,0,0,0,2,1,8,0,Red,Clinic,Under Investigation
Pasighat Rural,Arunachal Pradesh,2023-08-25,1,Community-spread,High,37.6,8,8,8,51,0,0,0,20,2,7,1,Orange,ASHA Worker,Verified
Kolasib Rural,Mizoram,2023-08-26,0,None,High,31.8,4,6,4,24,0,0,1,0,0,0,1,Green,Clinic,Verified
Thoubal Village,Manipur,2023-08-26,1,Flood-related,Critical,68.6,10,6,8,37,0,1,1,10,3,8,1,Yellow,Clinic,Verified
Tamenglong Rural,Manipur,2023-08-26,0,None,High,45.8,4,12,4,46,1,0,0,0,0,0,1,Green,Clinic,Under Investigation
Bishnupur Rural,Manipur,2023-08-26,1,Community-spread,High,33.2,10,4,6,38,0,0,0,13,2,8,1,Yellow,Clinic,Verified
Nongpoh Village,Meghalaya,2023-08-26,0,None,Medium,29.4,6,10,2,42,0,0,0,0,0,0,1,Green,ASHA Worker,Verified
Imphal Rural,Manipur,2023-08-26,1,Water-borne,Critical,71.4,6,8,2,24,1,1,1,19,0,5,1,Orange,Clinic,Verified
Dimapur Village,Nagaland,2023-08-26,0,None,Low,13.4,4,2,2,17,0,0,0,0,0,0,0,Green,District Health Office,Verified
Dibrugarh Rural,Assam,2023-08-27,1,Water-borne,High,48.4,8,10,2,36,1,0,0,3,1,7,1,Red,Clinic,Verified
Senapati Rural,Manipur,2023-08-27,1,Community-spread,High,41.4,12,10,2,44,0,0,0,18,2,11,1,Green,ASHA Worker,Verified
Lunglei Village,Mizoram,2023-08-27,0,None,High,49.8,0,10,4,20,0,1,1,0,0,0,1,Green,District Health Office,Under Investigation
Kiphire Village,Nagaland,2023-08-27,1,Water-borne,Critical,71.4,6,8,2,39,1,1,1,3,1,5,1,Red,Clinic,Verified
Tura Village,Meghalaya,2023-08-27,0,None,High,37.0,6,10,0,26,0,0,1,0,0,0,1,Yellow,Community Leader,Under Investigation
Pakyong Village,Sikkim,2023-08-27,0,None,Low,14.4,6,0,2,12,0,0,0,0,0,0,0,Yellow,ASHA Worker,Verified
Tamenglong Rural,Manipur,2023-08-27,1,Flood-related,Critical,65.2,8,8,6,54,0,1,1,5,2,7,1,Green,ASHA Worker,Verified
Dimapur Village,Nagaland,2023-08-28,1,Water-borne,High,37.8,6,4,4,23,1,0,0,14,1,4,1,Yellow,ASHA Worker,Pending
Churachandpur Village,Manipur,2023-08-28,1,Flood-related,Critical,53.8,8,2,4,19,0,1,1,5,1,6,1,Yellow,ASHA Worker,Pending
Shillong Rural,Meghalaya,2023-08-28,0,None,High,36.2,0,6,6,24,0,1,0,0,0,0,1,Green,ASHA Worker,Verified
Silchar Village,Assam,2023-08-28,1,Weather-related,High,45.8,8,10,4,30,0,0,1,6,2,7,1,Orange,Community Leader,Verified
Tawang Rural,Arunachal Pradesh,2023-08-28,1,Water-borne,High,48.4,6,6,2,34,1,0,1,14,2,5,1,Red,Clinic,Pending
Itanagar Rural,Arunachal Pradesh,2023-08-28,0,None,High,43.4,4,2,2,16,0,1,1,0,0,0,1,Green,Clinic,Under Investigation
Imphal Rural,Manipur,2023-08-28,1,Weather-related,High,35.0,8,6,0,27,0,0,1,13,2,7,1,Yellow,Clinic,Verified
Guwahati Rural,Assam,2023-08-29,1,Weather-related,High,39.2,8,4,6,31,0,0,1,17,1,7,1,Orange,District Health Office,Verified
Kailashahar Village,Tripura,2023-08-29,0,None,Medium,26.8,6,0,4,20,0,0,1,0,0,0,1,Green,ASHA Worker,Verified
Ukhrul Village,Manipur,2023-08-29,0,None,Low,12.4,2,4,2,14,0,0,0,0,0,0,0,Green,Clinic,Pending
Saitual Rural,Mizoram,2023-08-29,0,None,High,33.4,2,8,2,16,1,0,0,0,0,0,1,Yellow,ASHA Worker,Under Investigation
Lunglei Village,Mizoram,2023-08-29,1,Water-borne,Critical,67.4,10,0,2,16,1,1,1,2,3,9,1,Yellow,ASHA Worker,Under Investigation
Barpeta Village,Assam,2023-08-29,0,None,High,45.8,4,2,4,19,0,1,1,0,0,0,1,Green,ASHA Worker,Under Investigation
Barpeta Village,Assam,2023-08-29,1,Weather-related,High,42.2,8,6,6,24,0,0,1,15,2,7,1,Yellow,Clinic,Pending
Senapati Rural,Manipur,2023-08-30,0,None,Low,13.0,2,6,0,10,0,0,0,0,0,0,0,Yellow,ASHA Worker,Pending
Serchhip Village,Mizoram,2023-08-30,0,None,Medium,26.4,4,4,2,14,0,0,1,0,0,0,1,Orange,Community Leader,Verified
Barpeta Village,Assam,2023-08-30,0,None,Critical,60.8,4,2,4,22,1,1,1,0,0,0,1,Orange,ASHA Worker,Verified
Tamenglong Rural,Manipur,2023-08-30,1,Weather-related,High,43.2,10,4,6,27,0,0,1,9,3,8,1,Red,ASHA Worker,Verified
Imphal Rural,Manipur,2023-08-30,0,None,Medium,17.2,0,0,6,14,0,0,1,0,0,0,0,Yellow,Clinic,Under Investigation
Karimganj Village,Assam,2023-08-30,0,None,Critical,75.2,4,10,6,27,1,1,1,0,0,0,1,Red,Community Leader,Verified
Tawang Rural,Arunachal Pradesh,2023-08-30,0,None,High,43.0,2,6,0,16,0,1,1,0,0,0,1,Yellow,Community Leader,Verified
Jiribam Village,Manipur,2023-08-31,1,Water-borne,Critical,52.6,6,4,8,21,1,0,1,14,0,5,1,Yellow,ASHA Worker,Verified
Tezpur Village,Arunachal Pradesh,2023-08-31,1,Water-borne,Critical,82.6,8,8,8,33,1,1,1,18,2,6,1,Orange,Clinic,Verified
Champhai Rural,Mizoram,2023-08-31,1,Flood-related,Critical,58.8,14,4,4,38,0,1,0,15,4,11,1,Red,District Health Office,Under Investigation
Saitual Rural,Mizoram,2023-08-31,0,None,Medium,29.4,4,6,2,16,0,0,1,0,0,0,1,Green,ASHA Worker,Verified
Serchhip Village,Mizoram,2023-08-31,1,Flood-related,Critical,66.2,10,6,6,44,0,1,1,20,3,9,1,Green,Clinic,Verified
Rangpo Rural,Sikkim,2023-08-31,0,None,Medium,23.0,0,2,0,4,0,1,0,0,0,0,0,Green,Clinic,Verified
Williamnagar Village,Meghalaya,2023-08-31,0,None,High,33.6,4,4,8,33,0,0,1,0,0,0,1,Green,ASHA Worker,Verified
Resubelpara Rural,Meghalaya,2023-09-01,1,Community-spread,High,32.6,10,2,8,24,0,0,0,9,2,8,1,Red,District Health Office,Verified
Tamenglong Rural,Manipur,2023-09-01,1,Water-borne,Critical,59.4,10,8,2,33,1,0,1,19,1,9,1,Red,Clinic,Under Investigation
Namchi Village,Sikkim,2023-09-01,1,Flood-related,High,48.4,10,4,2,33,0,1,0,17,2,9,1,Red,District Health Office,Pending
Saitual Rural,Mizoram,2023-09-01,1,Water-borne,Critical,61.0,10,4,0,29,1,1,0,17,1,9,1,Orange,Clinic,Pending
Dimapur Village,Nagaland,2023-09-01,0,None,Medium,29.4,4,6,2,25,0,0,1,0,0,0,1,Red,Clinic,Verified
Jorhat Village,Assam,2023-09-01,1,Water-borne,Critical,80.8,16,6,4,42,1,1,0,8,1,14,1,Red,District Health Office,Under Investigation
Champhai Rural,Mizoram,2023-09-01,0,None,Medium,21.8,2,2,4,15,0,0,1,0,0,0,0,Yellow,Clinic,Verified
Churachandpur Village,Manipur,2023-09-02,0,None,Medium,21.0,4,2,0,8,0,0,1,0,0,0,0,Yellow,ASHA Worker,Verified
Champhai Rural,Mizoram,2023-09-02,0,None,Medium,25.8,4,2,4,16,0,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Nongpoh Village,Meghalaya,2023-09-02,0,None,Medium,21.0,6,6,0,19,0,0,0,0,0,0,0,Yellow,District Health Office,Verified
Dharmanagar Rural,Tripura,2023-09-02,0,None,High,37.2,4,8,6,22,0,0,1,0,0,0,1,Yellow,Clinic,Verified
Namchi Village,Sikkim,2023-09-02,0,None,High,36.4,6,8,2,28,0,0,1,0,0,0,1,Green,ASHA Worker,Under Investigation
Singtam Village,Sikkim,2023-09-02,0,None,Medium,18.4,2,8,2,29,0,0,0,0,0,0,0,Green,Clinic,Verified
Nagaon Rural,Assam,2023-09-02,0,None,Low,13.4,4,2,2,11,0,0,0,0,0,0,0,Yellow,Community Leader,Under Investigation
Pakyong Village,Sikkim,2023-09-03,1,Flood-related,Critical,64.0,14,4,0,31,0,1,1,13,3,12,1,Orange,ASHA Worker,Verified
Naharlagun Village,Arunachal Pradesh,2023-09-03,0,None,High,30.2,4,10,6,27,0,0,0,0,0,0,1,Green,District Health Office,Verified
Nagaon Rural,Assam,2023-09-03,0,None,Medium,20.8,0,4,4,13,0,0,1,0,0,0,0,Yellow,Community Leader,Under Investigation
Dharmanagar Rural,Tripura,2023-09-03,0,None,High,40.0,4,8,0,15,0,1,0,0,0,0,1,Green,ASHA Worker,Under Investigation
Jorhat Village,Assam,2023-09-03,0,None,High,38.8,6,8,4,32,0,0,1,0,0,0,1,Yellow,ASHA Worker,Verified
Tuensang Village,Nagaland,2023-09-03,1,Flood-related,High,38.4,8,0,2,12,0,1,0,5,1,7,1,Red,ASHA Worker,Verified
Jowai Rural,Meghalaya,2023-09-03,0,None,High,42.2,4,8,6,36,1,0,0,0,0,0,1,Red,ASHA Worker,Under Investigation
Pakyong Village,Sikkim,2023-09-04,1,Water-borne,Critical,67.2,8,6,6,28,1,1,0,3,2,7,1,Red,District Health Office,Under Investigation
Naharlagun Village,Arunachal Pradesh,2023-09-04,0,None,High,37.2,4,8,6,35,0,0,1,0,0,0,1,Green,Clinic,Under Investigation
Namchi Village,Sikkim,2023-09-04,1,Water-borne,High,46.4,10,6,2,32,1,0,0,7,1,9,1,Red,Clinic,Under Investigation
Teliamura Rural,Tripura,2023-09-04,0,None,High,31.2,4,4,6,17,0,0,1,0,0,0,1,Orange,ASHA Worker,Under Investigation
